Issue Type,Custom field (Patch Info),Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,,NUTCH-2823,13322516,,IllegalStateException in IndexWriters.describe() when validating url param for SolrIndexer,snagel,JoeGilvary,Minor,Closed,Fixed,13/Aug/20 11:08,14/Jan/21 04:12,
Improvement,Patch Available,NUTCH-2799,13315645,,Add .asf.yaml file,snagel,snagel,Minor,Closed,Implemented,08/Jul/20 14:29,14/Jan/21 04:12,
Bug,Patch Available,NUTCH-2818,13322078,,Ant build: upgrade Apache Rat report task,snagel,snagel,Minor,Closed,Fixed,11/Aug/20 16:40,14/Jan/21 04:12,
Improvement,,NUTCH-2730,13251219,,SitemapProcessor to treat sitemap URLs as Set instead of List,markus17,markus17,Minor,Closed,Fixed,16/Aug/19 10:42,14/Jan/21 04:12,
Bug,Patch Available,NUTCH-2801,13316160,,RobotsRulesParser command-line checker to use http.robots.agents as fall-back,snagel,snagel,Minor,Closed,Fixed,10/Jul/20 13:13,14/Jan/21 04:12,
Sub-task,,NUTCH-2672,13195130,13193836,"Ant build erronously installs *-test.jar instead *.jar for target ""nightly""",,snagel,Minor,Closed,Fixed,30/Oct/18 14:42,14/Jan/21 04:12,
Improvement,Patch Available,NUTCH-2833,13343550,,Upgrade to Tika 1.25,snagel,snagel,Minor,Closed,Implemented,01/Dec/20 12:35,14/Jan/21 04:12,
Sub-task,Patch Available,NUTCH-2817,13321630,13321628,Avoid check for equality of URL path and file part using ==/!=,,snagel,Minor,Closed,Fixed,08/Aug/20 08:46,14/Jan/21 04:12,
Bug,Patch Available,NUTCH-2824,13323966,,urlnormalizer-basic to unescape percent-encoded host names,snagel,snagel,Minor,Closed,Implemented,21/Aug/20 14:12,14/Jan/21 04:12,
Improvement,,NUTCH-2841,13352074,,Upgrade xercesImpl dependency,lewismc,lewismc,Minor,Closed,Fixed,13/Jan/21 18:42,13/Jan/21 19:13,
Wish,,NUTCH-2834,13344784,,Deduplication mode via command line in crawl script,,j.berlin,Minor,Closed,Fixed,08/Dec/20 10:54,17/Dec/20 21:56,
Bug,,NUTCH-2764,13280747,,Weird build error javax.javax.measure#unit-api,,markus17,Minor,Closed,Information Provided,21/Jan/20 12:32,15/Nov/20 15:27,
Improvement,Patch Available,NUTCH-585,12383510,,[PARSE-HTML plugin] Block certain parts of HTML code from being indexed,markus17,spino.spinelli,Minor,Open,,29/Nov/07 11:13,12/Nov/20 14:40,
New Feature,,NUTCH-1103,12521097,,Port protocol-sftp to 1.4,balakuntala,markus17,Minor,Open,,01/Sep/11 18:58,23/Apr/20 15:26,
Bug,,NUTCH-2003,12825873,,topN is not work correctly,,talat,Minor,Closed,Auto Closed,29/Apr/15 09:32,22/Nov/19 15:46,
New Feature,Patch Available,NUTCH-1785,12715771,,Ability to index raw content,markus17,markus17,Minor,Resolved,Fixed,21/May/14 14:53,22/Nov/19 15:42,
Improvement,,NUTCH-2532,13144375,,Throw error if HBase is not available while running nutch commands.,,krzysztofmadejski,Minor,Closed,Auto Closed,12/Mar/18 16:58,22/Nov/19 15:29,
Bug,Patch Available,NUTCH-2075,12852978,,Generate will not choose URL without distance marker,,Catharcis,Minor,Closed,Auto Closed,07/Aug/15 15:03,22/Nov/19 15:27,
Bug,,NUTCH-2076,12853992,,exceptions are not handled when using method waitForCompletion in a try block,,songwang,Minor,Closed,Auto Closed,10/Aug/15 21:53,22/Nov/19 15:27,
